Date,Close,High,Low,Open,Volume
2021-10-05,17822.3,17833.45,17640.9,17661.35,427000
2021-10-06,17646.0,17884.6,17613.15,17861.5,395800
2021-10-07,17790.35,17857.55,17763.8,17810.55,419900
2021-10-08,17895.2,17941.85,17840.35,17886.85,324100
2021-10-11,17945.95,18041.95,17839.1,17867.55,375800
2021-10-12,17991.95,18008.65,17864.95,17915.8,355600
2021-10-13,18161.75,18197.8,18050.75,18097.85,506700
2021-10-14,18338.55,18350.75,18248.7,18272.85,538700
2021-10-18,18477.05,18543.15,18445.3,18500.1,469900
2021-10-19,18418.75,18604.45,18377.7,18602.35,368200
2021-10-20,18266.6,18458.3,18209.35,18439.9,371300
2021-10-21,18178.1,18384.2,18048.0,18382.7,365900
2021-10-22,18114.9,18314.25,18034.35,18230.7,324700
2021-10-25,18125.4,18241.4,17968.5,18229.5,418700
2021-10-26,18268.4,18310.45,18099.3,18154.5,341400
2021-10-27,18210.95,18342.05,18167.9,18295.85,335200
2021-10-28,17857.25,18190.7,17799.45,18187.65,374200
2021-10-29,17671.65,17915.85,17613.1,17833.05,336500
2021-11-01,17929.65,17954.1,17697.1,17783.15,281200
2021-11-02,17888.95,18012.25,17847.6,17970.9,296400
2021-11-03,17829.2,17988.75,17757.95,17947.95,331000
2021-11-04,17916.8,17947.55,17900.6,17935.05,48500
2021-11-08,18068.55,18087.8,17836.1,18040.2,338900
2021-11-09,18044.25,18112.6,17983.05,18084.35,270200
2021-11-10,18017.2,18061.25,17915.0,17973.45,261400
2021-11-11,17873.6,17971.35,17798.2,17967.45,232100
2021-11-12,18102.75,18123.0,17905.9,17977.6,249100
2021-11-15,18109.45,18210.15,18071.3,18140.95,280400
2021-11-16,17999.2,18132.65,17958.8,18127.05,267400
2021-11-17,17898.65,18022.65,17879.25,17939.35,295700
2021-11-18,17764.8,17945.6,17688.5,17890.55,278400
2021-11-22,17416.55,17805.25,17280.45,17796.25,356400
2021-11-23,17503.35,17553.7,17216.1,17281.75,308800
2021-11-24,17415.05,17600.6,17354.0,17550.05,298100
2021-11-25,17536.25,17564.35,17351.7,17417.3,255900
2021-11-26,17026.45,17355.4,16985.7,17338.75,356300
2021-11-29,17053.95,17160.7,16782.4,17055.8,348900
2021-11-30,16983.2,17324.65,16931.4,17051.15,498000
2021-12-01,17166.9,17213.05,17064.25,17104.4,295500
2021-12-02,17401.65,17420.35,17149.3,17183.2,279900
2021-12-03,17196.7,17489.8,17180.8,17424.9,292500
2021-12-06,16912.25,17216.75,16891.7,17209.05,231700
2021-12-07,17176.7,17251.65,16987.75,17044.1,254100
2021-12-08,17469.75,17484.6,17308.95,17315.25,257800
2021-12-09,17516.85,17543.25,17379.6,17524.4,237200
2021-12-10,17511.3,17534.35,17405.25,17476.05,204500
2021-12-13,17368.25,17639.5,17355.95,17619.1,256600
2021-12-14,17324.9,17376.2,17225.8,17283.2,271000
2021-12-15,17221.4,17351.2,17192.2,17323.65,215000
2021-12-16,17248.4,17379.35,17184.95,17373.0,219500
2021-12-17,16985.2,17298.15,16966.45,17276.0,354600
2021-12-20,16614.2,16840.1,16410.2,16824.25,330600
2021-12-21,16770.85,16936.4,16688.25,16773.15,241000
2021-12-22,16955.45,16971.0,16819.5,16865.55,207900
2021-12-23,17072.6,17118.65,17015.55,17066.8,197000
2021-12-24,17003.75,17155.6,16909.6,17149.5,182600
2021-12-27,17086.25,17112.05,16833.2,16937.75,144800
2021-12-28,17233.25,17250.25,17161.15,17177.6,176000
2021-12-29,17213.6,17285.95,17176.65,17220.1,161700
2021-12-30,17203.95,17264.05,17146.35,17201.45,320800
2021-12-31,17354.05,17400.8,17238.5,17244.5,167000
2022-01-03,17625.7,17646.65,17383.3,17387.15,200500
2022-01-04,17805.25,17827.6,17593.55,17681.4,247400
2022-01-05,17925.25,17944.7,17748.85,17820.1,251500
2022-01-06,17745.9,17797.95,17655.55,17768.5,236500
2022-01-07,17812.7,17905.0,17704.55,17797.6,239300
2022-01-10,18003.3,18017.45,17879.15,17913.3,232400
2022-01-11,18055.75,18081.25,17964.4,17997.75,220200
2022-01-12,18212.35,18227.95,18128.8,18170.4,245000
2022-01-13,18257.8,18272.25,18163.8,18257.0,303700
2022-01-14,18255.75,18286.95,18119.65,18185.0,229500
2022-01-17,18308.1,18321.55,18228.75,18235.65,266700
2022-01-18,18113.05,18350.95,18085.9,18337.2,227500
2022-01-19,17938.4,18129.2,17884.9,18129.2,276700
2022-01-20,17757.0,17943.7,17648.45,17921.0,258100
2022-01-21,17617.15,17707.6,17485.85,17613.7,277600
2022-01-24,17149.1,17599.4,16997.85,17575.15,323800
2022-01-25,17277.95,17309.15,16836.8,17001.55,326500
2022-01-27,17110.15,17182.5,16866.75,17062.0,395600
2022-01-28,17101.95,17373.5,17077.1,17208.3,355300
2022-01-31,17339.85,17410.0,17264.15,17301.05,321700
2022-02-01,17576.85,17622.4,17244.55,17529.45,386400
2022-02-02,17780.0,17794.6,17674.8,17706.2,271200
2022-02-03,17560.2,17781.15,17511.15,17767.75,226600
2022-02-04,17516.3,17617.8,17462.55,17590.2,261400
2022-02-07,17213.6,17536.75,17119.4,17456.3,265000
2022-02-08,17266.75,17306.45,17043.65,17279.85,268500
2022-02-09,17463.8,17477.15,17339.0,17370.1,236400
2022-02-10,17605.85,17639.45,17427.15,17554.1,273600
2022-02-11,17374.75,17454.75,17303.0,17451.0,253100
2022-02-14,16842.8,17099.5,16809.65,17076.15,305500
2022-02-15,17352.45,17375.0,16839.25,16933.25,298700
2022-02-16,17322.2,17490.6,17257.7,17408.45,244500
2022-02-17,17304.6,17442.9,17235.85,17396.55,232100
2022-02-18,17276.3,17380.8,17219.2,17236.05,189600
2022-02-21,17206.65,17351.05,17070.7,17192.25,215200
2022-02-22,17092.2,17148.55,16843.8,16847.95,300100
2022-02-23,17063.25,17220.7,17027.85,17194.5,200200
2022-02-24,16247.95,16705.25,16203.25,16548.9,458000
2022-02-25,16658.4,16748.8,16478.3,16515.65,329800
2022-02-28,16793.9,16815.9,16356.3,16481.6,404200
2022-03-02,16605.95,16678.5,16478.65,16593.1,517700
2022-03-03,16498.05,16768.95,16442.95,16723.2,442100
2022-03-04,16245.35,16456.0,16133.8,16339.45,456100
2022-03-07,15863.15,15944.6,15711.45,15867.95,585400
2022-03-08,16013.45,16028.75,15671.45,15747.75,543600
2022-03-09,16345.35,16418.05,15990.0,16078.0,462200
2022-03-10,16594.9,16757.3,16447.9,16757.1,486400
2022-03-11,16630.45,16694.4,16470.9,16528.8,343700
2022-03-14,16871.3,16887.95,16606.5,16633.7,314700
2022-03-15,16663.0,16927.75,16555.0,16900.65,381600
2022-03-16,16975.35,16987.9,16837.85,16876.65,260000
2022-03-17,17287.05,17344.6,17175.75,17202.9,448300
2022-03-21,17117.6,17353.35,17096.4,17329.5,285500
2022-03-22,17315.5,17334.4,17006.3,17120.4,338300
2022-03-23,17245.65,17442.4,17199.6,17405.05,292100
2022-03-24,17222.75,17291.75,17091.15,17094.95,290300
2022-03-25,17153.0,17294.9,17076.55,17289.0,237100
2022-03-28,17222.0,17235.1,17003.9,17181.85,253200
2022-03-29,17325.3,17343.65,17235.7,17297.2,235100
2022-03-30,17498.25,17522.5,17387.2,17468.15,505000
2022-03-31,17464.75,17559.8,17435.2,17519.2,281100
2022-04-01,17670.45,17703.7,17422.7,17436.9,291800
2022-04-04,18053.4,18114.65,17791.4,17809.1,345500
2022-04-05,17957.4,18095.45,17921.55,18080.6,283500
2022-04-06,17807.65,17901.0,17779.85,17842.75,328800
2022-04-07,17639.55,17787.5,17623.7,17723.3,308800
2022-04-08,17784.35,17842.75,17600.55,17698.15,274400
2022-04-11,17674.95,17779.05,17650.95,17740.9,251700
2022-04-12,17530.3,17595.3,17442.35,17584.85,266000
2022-04-13,17475.65,17663.65,17457.4,17599.9,245100
2022-04-18,17173.65,17237.75,17067.85,17183.45,376100
2022-04-19,16958.65,17275.65,16824.7,17258.95,401400
2022-04-20,17136.55,17186.9,16978.95,17045.25,286100
2022-04-21,17392.6,17414.7,17215.5,17234.6,285200
2022-04-22,17171.95,17315.3,17149.2,17242.75,262700
2022-04-25,16953.95,17054.3,16888.7,17009.05,275700
2022-04-26,17200.8,17223.85,17064.45,17121.3,261100
2022-04-27,17038.4,17110.7,16958.45,17073.35,265100
2022-04-28,17245.05,17322.5,17071.05,17189.5,312900
2022-04-29,17102.55,17377.65,17053.25,17329.25,336200
2022-05-02,17069.1,17092.25,16917.25,16924.45,278200
2022-05-04,16677.6,17132.85,16623.95,17096.6,310600
2022-05-05,16682.65,16945.7,16651.85,16854.75,265800
2022-05-06,16411.25,16484.2,16340.9,16415.55,300500
2022-05-09,16301.85,16403.7,16142.1,16227.7,288400
2022-05-10,16240.05,16404.55,16197.3,16248.9,283100
2022-05-11,16167.1,16318.75,15992.6,16270.05,284300
2022-05-12,15808.0,16041.95,15735.75,16021.1,314900
2022-05-13,15782.15,16083.6,15740.85,15977.0,369100
2022-05-16,15842.3,15977.95,15739.65,15845.1,217600
2022-05-17,16259.3,16284.25,15900.8,15912.6,295700
2022-05-18,16240.3,16399.8,16211.2,16318.15,290400
2022-05-19,15809.4,15984.75,15775.2,15917.4,313900
2022-05-20,16266.15,16283.05,16003.85,16043.8,252400
2022-05-23,16214.7,16414.7,16185.75,16290.95,293800
2022-05-24,16125.15,16262.8,16078.6,16225.55,249800
2022-05-25,16025.8,16223.35,16006.95,16196.35,243300
2022-05-26,16170.15,16204.45,15903.7,16105.0,314300
2022-05-27,16352.45,16370.6,16221.95,16296.6,274100
2022-05-30,16661.4,16695.5,16506.15,16527.9,251400
2022-05-31,16584.55,16690.75,16521.9,16578.45,651600
2022-06-01,16522.75,16649.2,16438.85,16594.4,249600
2022-06-02,16628.0,16646.4,16443.05,16481.65,236000
2022-06-03,16584.3,16793.85,16567.9,16761.65,245500
2022-06-06,16569.55,16610.95,16444.55,16530.7,233600
2022-06-07,16416.35,16487.25,16347.1,16469.6,233800
2022-06-08,16356.25,16514.3,16293.35,16474.95,243500
2022-06-09,16478.1,16492.8,16243.85,16263.85,205000
2022-06-10,16201.8,16324.7,16172.6,16283.95,189700
2022-06-13,15774.4,15886.15,15684.0,15877.55,225500
2022-06-14,15732.1,15858.0,15659.45,15674.25,225400
2022-06-15,15692.15,15783.65,15678.9,15729.25,183000
2022-06-16,15360.6,15863.15,15335.1,15832.25,264700
2022-06-17,15293.5,15400.4,15183.4,15272.65,342600
2022-06-20,15350.15,15382.5,15191.1,15334.5,260000
2022-06-21,15638.8,15707.25,15419.85,15455.95,262800
2022-06-22,15413.3,15565.4,15385.95,15545.65,220900
2022-06-23,15556.65,15628.45,15367.5,15451.55,259200
2022-06-24,15699.25,15749.25,15619.45,15657.4,219600
2022-06-27,15832.05,15927.45,15815.5,15926.2,210900
2022-06-28,15850.2,15892.1,15710.15,15757.45,251900
2022-06-29,15799.1,15861.6,15687.8,15701.7,444900
2022-06-30,15780.25,15890.0,15728.85,15774.5,306000
2022-07-01,15752.05,15793.95,15511.05,15703.7,364100
2022-07-04,15835.35,15852.35,15661.8,15710.5,304300
2022-07-05,15810.85,16025.75,15785.45,15909.15,254200
2022-07-06,15989.8,16011.35,15800.9,15818.2,288400
2022-07-07,16132.9,16150.5,16045.95,16113.75,264600
2022-07-08,16220.6,16275.5,16157.9,16273.65,281100
2022-07-11,16216.0,16248.55,16115.5,16136.15,255900
2022-07-12,16058.3,16158.75,16031.15,16126.2,208600
2022-07-13,15966.65,16140.0,15950.15,16128.2,233300
2022-07-14,15938.65,16070.85,15858.2,16018.85,228600
2022-07-15,16049.2,16066.95,15927.3,16010.8,205800
2022-07-18,16278.5,16287.95,16142.2,16151.4,227700
2022-07-19,16340.55,16359.5,16187.05,16187.05,222600
2022-07-20,16520.85,16588.0,16490.95,16562.8,284400
2022-07-21,16605.25,16626.95,16483.9,16523.55,243600
2022-07-22,16719.45,16752.25,16610.9,16661.25,190900
2022-07-25,16631.0,16706.05,16564.25,16662.55,211400
2022-07-26,16483.85,16636.1,16463.3,16632.9,208200
2022-07-27,16641.8,16653.45,16438.75,16475.35,185200
2022-07-28,16929.6,16947.65,16746.25,16774.85,376300
2022-07-29,17158.25,17172.8,17018.15,17079.5,436100
2022-08-01,17340.05,17356.25,17154.8,17243.2,381500
2022-08-02,17345.45,17390.15,17215.85,17310.15,333600
2022-08-03,17388.15,17407.5,17225.85,17349.25,285400
2022-08-04,17382.0,17490.7,17161.25,17463.1,325000
2022-08-05,17397.5,17474.4,17348.75,17423.65,355300
2022-08-08,17525.1,17548.8,17359.75,17401.5,257000
2022-08-10,17534.75,17566.1,17442.8,17566.1,312700
2022-08-11,17659.0,17719.3,17631.95,17711.65,311200
2022-08-12,17698.15,17724.65,17597.85,17659.65,303900
2022-08-16,17825.25,17839.1,17764.05,17797.2,0
2022-08-17,17944.25,17965.95,17833.35,17868.15,262800
2022-08-18,17956.5,17968.45,17852.05,17898.65,263900
2022-08-19,17758.45,17992.2,17710.75,17966.55,295600
2022-08-22,17490.7,17690.05,17467.35,17682.9,287600
2022-08-23,17577.5,17625.55,17345.2,17357.35,285600
2022-08-24,17604.95,17623.65,17499.25,17525.45,262000
2022-08-25,17522.45,17726.5,17487.45,17679.0,230200
2022-08-26,17558.9,17685.85,17519.35,17619.3,266600
2022-08-29,17312.9,17380.15,17166.2,17188.65,244900
2022-08-30,17759.3,17777.65,17401.5,17414.95,324700
2022-09-01,17542.8,17695.6,17468.45,17485.7,308500
2022-09-02,17539.45,17643.85,17476.45,17598.4,256300
2022-09-05,17665.8,17683.15,17540.35,17546.45,230300
2022-09-06,17655.6,17764.65,17587.65,17695.7,251200
2022-09-07,17624.4,17650.75,17484.3,17519.4,354100
2022-09-08,17798.75,17807.65,17691.95,17748.15,279800
2022-09-09,17833.35,17925.95,17786.0,17923.35,270300
2022-09-12,17936.35,17980.55,17889.15,17890.85,228200
2022-09-13,18070.05,18088.3,18015.45,18044.45,259900
2022-09-14,18003.75,18091.55,17771.15,17771.15,365900
2022-09-15,17877.4,18096.15,17861.5,18046.35,289600
2022-09-16,17530.85,17820.05,17497.25,17796.8,468500
2022-09-19,17622.25,17667.2,17429.7,17540.65,258300
2022-09-20,17816.25,17919.3,17744.4,17770.4,263100
2022-09-21,17718.35,17838.7,17663.6,17766.35,245500
2022-09-22,17629.8,17722.75,17532.45,17609.65,284100
2022-09-23,17327.35,17642.15,17291.65,17593.85,390800
2022-09-26,17016.3,17196.4,16978.3,17156.3,492000
2022-09-27,17007.4,17176.45,16942.35,17110.9,359900
2022-09-28,16858.6,17037.6,16820.4,16870.55,323900
2022-09-29,16818.1,17026.05,16788.6,16993.6,340000
2022-09-30,17094.35,17187.1,16747.7,16798.05,376100
2022-10-03,16887.35,17114.65,16855.55,17102.1,278400
2022-10-04,17274.3,17287.3,17117.3,17147.45,226000
2022-10-06,17331.8,17428.8,17315.65,17379.25,265500
2022-10-07,17314.65,17337.35,17216.95,17287.2,216300
2022-10-10,17241.0,17280.15,17064.7,17094.35,234000
2022-10-11,16983.55,17261.8,16950.3,17256.05,282600
2022-10-12,17123.6,17142.35,16960.05,17025.55,256000
2022-10-13,17014.35,17112.35,16956.95,17087.35,266400
2022-10-14,17185.7,17348.55,17169.75,17322.3,227000
2022-10-17,17311.8,17328.55,17098.55,17144.8,212200
2022-10-18,17486.95,17527.8,17434.05,17438.75,239500
2022-10-19,17512.25,17607.6,17472.85,17568.15,210500
2022-10-20,17563.95,17584.15,17421.0,17423.1,249600
2022-10-21,17576.3,17670.15,17520.75,17622.85,277700
2022-10-24,17730.75,17777.55,17707.4,17736.35,45000
2022-10-25,17656.35,17811.5,17637.0,17808.3,251400
2022-10-27,17736.95,17783.9,17654.5,17771.4,324600
2022-10-28,17786.8,17838.9,17723.7,17756.4,250000
2022-10-31,18012.2,18022.8,17899.9,17910.2,227200
2022-11-01,18145.4,18175.8,18060.15,18130.7,349900
2022-11-02,18082.85,18178.75,18048.65,18177.9,270900
2022-11-03,18052.7,18106.3,17959.2,17968.35,213000
2022-11-04,18117.15,18135.1,18017.15,18053.4,267900
2022-11-07,18202.8,18255.5,18064.75,18211.75,314800
2022-11-09,18157.0,18296.4,18117.5,18288.25,307200
2022-11-10,18028.2,18103.1,17969.4,18044.35,256500
2022-11-11,18349.7,18362.3,18259.35,18272.35,378500
2022-11-14,18329.15,18399.45,18311.4,18376.4,301400
2022-11-15,18403.4,18427.95,18282.0,18362.75,250900
2022-11-16,18409.65,18442.15,18344.15,18398.25,219300
2022-11-17,18343.9,18417.6,18312.95,18358.7,200500
2022-11-18,18307.65,18394.6,18209.8,18382.95,198800
2022-11-21,18159.95,18262.3,18133.35,18246.4,213800
2022-11-22,18244.2,18261.85,18137.7,18179.15,177700
2022-11-23,18267.25,18325.4,18246.0,18325.2,178800
2022-11-24,18484.1,18529.7,18294.25,18326.1,204000
2022-11-25,18512.75,18534.9,18445.1,18528.45,205900
2022-11-28,18562.75,18614.25,18365.6,18430.55,206500
2022-11-29,18618.05,18678.1,18552.15,18552.45,195300
2022-11-30,18758.35,18816.05,18616.55,18625.7,345600
2022-12-01,18812.5,18887.6,18778.2,18871.95,325000
2022-12-02,18696.1,18781.95,18639.2,18752.4,254400
2022-12-05,18701.05,18728.6,18591.35,18719.55,288400
2022-12-06,18642.75,18654.9,18577.9,18600.65,217800
2022-12-07,18560.5,18668.3,18528.4,18638.85,200500
2022-12-08,18609.35,18625.0,18536.95,18570.85,202800
2022-12-09,18496.6,18664.7,18410.1,18662.4,215800
2022-12-12,18497.15,18521.55,18345.7,18402.15,193900
2022-12-13,18608.0,18617.25,18490.2,18524.4,187600
2022-12-14,18660.3,18696.1,18632.9,18671.25,208000
2022-12-15,18414.9,18652.9,18387.7,18614.4,183100
2022-12-16,18269.0,18440.95,18255.15,18319.1,277700
2022-12-19,18420.45,18431.65,18244.55,18288.1,154800
2022-12-20,18385.3,18404.9,18202.65,18340.3,169000
2022-12-21,18199.1,18473.35,18162.75,18435.15,187600
2022-12-22,18127.35,18318.75,18068.6,18288.8,195700
2022-12-23,17806.8,18050.45,17779.5,17977.65,221500
2022-12-26,18014.6,18084.1,17774.25,17830.4,176700
2022-12-27,18132.3,18149.25,17967.45,18089.8,214300
2022-12-28,18122.5,18173.1,18068.35,18084.75,193900
2022-12-29,18191.0,18229.7,17992.8,18045.7,281100
2022-12-30,18105.3,18265.25,18080.3,18259.1,192000
2023-01-02,18197.45,18215.15,18086.5,18131.7,256100
2023-01-03,18232.55,18251.95,18149.8,18163.2,208700
2023-01-04,18042.95,18243.0,18020.6,18230.65,235200
2023-01-05,17992.15,18120.3,17892.6,18101.95,269900
2023-01-06,17859.45,18047.4,17795.55,18008.05,238200
2023-01-09,18101.2,18141.4,17936.15,17952.55,257200
2023-01-10,17914.15,18127.6,17856.0,18121.3,283300
2023-01-11,17895.7,17976.35,17824.35,17924.25,259900
2023-01-12,17858.2,17945.8,17761.65,17920.85,227800
2023-01-13,17956.6,17999.35,17774.25,17867.5,256700
2023-01-16,17894.85,18049.65,17853.65,18033.15,206200
2023-01-17,18053.3,18072.05,17886.95,17922.8,219100
2023-01-18,18165.35,18183.75,18032.45,18074.3,255800
2023-01-19,18107.85,18155.2,18063.75,18119.8,237800
2023-01-20,18027.65,18145.45,18016.2,18115.6,237200
2023-01-23,18118.55,18162.6,18063.45,18118.45,202500
2023-01-24,18118.3,18201.25,18078.65,18183.95,216900
2023-01-25,17891.95,18100.6,17846.15,18093.35,257200
2023-01-27,17604.35,17884.75,17493.55,17877.2,476300
2023-01-30,17648.95,17709.15,17405.55,17541.95,432400
2023-01-31,17662.15,17735.7,17537.55,17731.45,398300
2023-02-01,17616.3,17972.2,17353.4,17811.6,512900
2023-02-02,17610.4,17653.9,17445.95,17517.1,490100
2023-02-03,17854.05,17870.3,17584.2,17721.75,424100
2023-02-06,17764.6,17823.7,17698.35,17818.55,282500
2023-02-07,17721.5,17811.15,17652.55,17790.1,354400
2023-02-08,17871.7,17898.7,17744.15,17750.3,291000
2023-02-09,17893.45,17916.9,17779.8,17885.5,260900
2023-02-10,17856.5,17876.95,17801.0,17847.55,232000
2023-02-13,17770.9,17880.7,17719.75,17859.1,231300
2023-02-14,17929.85,17954.55,17800.05,17840.35,244500
2023-02-15,18015.85,18034.1,17853.8,17896.6,229300
2023-02-16,18035.85,18134.75,18000.65,18094.75,230200
2023-02-17,17944.2,18034.25,17884.6,17974.85,208100
2023-02-20,17844.6,18004.35,17818.4,17965.55,174600
2023-02-21,17826.7,17924.9,17800.3,17905.8,198200
2023-02-22,17554.3,17772.5,17529.45,17755.35,204000
2023-02-23,17511.25,17620.05,17455.4,17574.65,240800
2023-02-24,17465.8,17599.75,17421.8,17591.35,209400
2023-02-27,17392.7,17451.6,17299.0,17428.6,246400
2023-02-28,17303.95,17440.45,17255.2,17383.25,420900
2023-03-01,17450.9,17467.75,17345.25,17360.1,272900
2023-03-02,17321.9,17445.8,17306.0,17421.5,310700
2023-03-03,17594.35,17644.75,17427.7,17451.25,356200
2023-03-06,17711.45,17799.95,17671.95,17680.35,362800
2023-03-08,17754.4,17766.5,17602.25,17665.75,267000
2023-03-09,17589.6,17772.35,17573.6,17772.05,262400
2023-03-10,17412.9,17451.5,17324.35,17443.8,235900
2023-03-13,17154.3,17529.9,17113.45,17421.9,254900
2023-03-14,17043.3,17224.65,16987.1,17160.55,290600
2023-03-15,16972.15,17211.35,16938.9,17166.45,248200
2023-03-16,16985.6,17062.45,16850.15,16994.65,349800
2023-03-17,17100.05,17145.8,16958.15,17111.8,408100
2023-03-20,16988.4,17066.6,16828.35,17066.6,241800
2023-03-21,17107.5,17127.7,17016.0,17060.4,246700
2023-03-22,17151.9,17207.25,17107.85,17177.45,0
2023-03-23,17076.9,17205.4,17045.3,17097.4,219200
2023-03-24,16945.05,17109.45,16917.35,17076.2,228000
2023-03-27,16985.7,17091.0,16918.55,16984.3,218400
2023-03-28,16951.7,17061.75,16913.75,17031.75,238800
2023-03-29,17080.7,17126.15,16940.6,16977.3,345900
2023-03-31,17359.75,17381.6,17204.65,17210.35,263900
2023-04-03,17398.05,17428.05,17312.75,17427.95,230200
2023-04-05,17557.05,17570.55,17402.7,17422.3,248300
2023-04-06,17599.15,17638.7,17502.85,17533.85,242700
2023-04-10,17624.05,17694.1,17597.95,17634.9,254800
2023-04-11,17722.3,17748.75,17655.15,17704.8,304300
2023-04-12,17812.4,17825.75,17717.25,17759.55,232800
2023-04-13,17828.0,17842.15,17729.65,17807.3,285800
2023-04-17,17706.85,17863.0,17574.05,17863.0,357400
2023-04-18,17660.15,17766.6,17610.2,17766.6,258900
2023-04-19,17618.75,17666.15,17579.85,17653.35,281500
2023-04-20,17624.45,17684.45,17584.35,17638.6,215100
2023-04-21,17624.05,17663.2,17553.95,17639.75,230200
2023-04-24,17743.4,17754.5,17612.5,17707.55,255700
2023-04-25,17769.25,17807.45,17716.85,17761.55,297400
2023-04-26,17813.6,17827.75,17711.2,17767.3,233000
2023-04-27,17915.05,17931.6,17797.9,17813.1,241400
2023-04-28,18065.0,18089.15,17885.3,17950.4,290300
2023-05-02,18147.65,18180.25,18101.75,18124.8,265200
2023-05-03,18089.85,18116.35,18042.4,18113.8,226200
2023-05-04,18255.8,18267.45,18066.7,18081.0,226600
2023-05-05,18069.0,18216.95,18055.45,18117.3,239700
2023-05-08,18264.4,18286.95,18100.3,18120.6,228400
2023-05-09,18265.95,18344.2,18229.65,18303.4,245400
2023-05-10,18315.1,18326.75,18211.95,18313.6,220500
2023-05-11,18297.0,18389.7,18270.4,18357.8,248900
2023-05-12,18314.8,18342.75,18194.55,18273.75,241700
2023-05-15,18398.85,18458.9,18287.9,18339.3,216100
2023-05-16,18286.5,18432.35,18264.35,18432.35,219500
2023-05-17,18181.75,18309.0,18115.35,18300.45,229900
2023-05-18,18129.95,18297.2,18104.85,18287.5,272100
2023-05-19,18203.4,18218.1,18060.4,18186.15,260900
2023-05-22,18314.4,18335.25,18178.85,18201.1,262600
2023-05-23,18348.0,18419.75,18324.2,18362.9,270400
2023-05-24,18285.4,18392.6,18262.95,18294.8,232600
2023-05-25,18321.15,18338.1,18202.4,18268.9,235900
2023-05-26,18499.35,18508.55,18333.15,18368.35,198700
2023-05-29,18598.65,18641.2,18581.25,18619.15,265300
2023-05-30,18633.85,18662.45,18575.5,18606.65,234400
2023-05-31,18534.4,18603.9,18483.85,18594.2,696500
2023-06-01,18487.75,18580.3,18464.55,18579.4,265600
2023-06-02,18534.1,18573.7,18478.4,18550.85,270900
2023-06-05,18593.85,18640.15,18582.8,18612.0,256100
2023-06-06,18599.0,18622.75,18531.6,18600.8,220800
2023-06-07,18726.4,18738.95,18636.0,18665.6,260100
2023-06-08,18634.55,18777.9,18615.6,18725.35,286500
2023-06-09,18563.4,18676.65,18555.4,18655.9,221800
2023-06-12,18601.5,18633.6,18559.75,18595.05,179500
2023-06-13,18716.15,18728.9,18631.8,18631.8,233200
2023-06-14,18755.9,18769.7,18690.0,18744.6,261400
2023-06-15,18688.1,18794.1,18669.05,18774.45,263000
2023-06-16,18826.0,18864.7,18710.5,18723.3,272800
2023-06-19,18755.45,18881.45,18719.15,18873.3,219800
2023-06-20,18816.7,18839.7,18660.65,18752.35,211600
2023-06-21,18856.85,18875.9,18794.85,18849.4,217500
2023-06-22,18771.25,18886.6,18759.5,18853.6,252700
